_time,host,user,EventCode,src_ip,dest_ip,logon_type,status,process_name,new_account,group_name,description
2026-07-22 16:17:01,WS-02,cwilliams,4634,192.168.1.102,192.168.1.102,2,,,,,An account was logged off: cwilliams at WS-02
2026-07-22 16:19:07,DC01,nkulkarni,4768,192.168.1.117,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for nkulkarni
2026-07-22 16:19:09,WS-17,nkulkarni,4624,192.168.1.117,192.168.1.117,2,0x0,,,,An account was successfully logged on: nkulkarni at WS-17
2026-07-22 16:19:17,FS02,svc_scan,4624,192.168.1.12,192.168.1.12,3,0x0,,,,An account was successfully logged on: svc_scan network logon for scheduled scan job
2026-07-22 16:19:42,DC01,rmehta,4769,192.168.1.115,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for rmehta to access FS01
2026-07-22 16:19:43,FS01,rmehta,4624,192.168.1.115,192.168.1.11,3,0x0,,,,An account was successfully logged on: rmehta network logon to FS01
2026-07-22 16:24:16,FS02,nkulkarni,4624,192.168.1.117,192.168.1.12,3,0x0,,,,An account was successfully logged on: nkulkarni network logon to FS02 share access
2026-07-22 16:24:54,FS01,svc_sql,4624,192.168.1.11,192.168.1.11,5,0x0,,,,An account was successfully logged on: svc_sql service logon (SQL service)
2026-07-22 16:25:06,WS-10,pchandra,4634,192.168.1.110,192.168.1.110,2,,,,,An account was logged off: pchandra at WS-10
2026-07-22 16:26:45,FS02,ychawla,4624,192.168.1.117,192.168.1.12,3,0x0,,,,An account was successfully logged on: ychawla network logon to FS02 share access
2026-07-22 16:27:45,FS02,lfernandes,4624,192.168.1.119,192.168.1.12,3,0x0,,,,An account was successfully logged on: lfernandes network logon to FS02 share access
2026-07-22 16:29:29,DC01,pnair,4769,192.168.1.107,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for pnair to access FS02
2026-07-22 16:29:30,FS02,pnair,4624,192.168.1.107,192.168.1.12,3,0x0,,,,An account was successfully logged on: pnair network logon to FS02
2026-07-22 16:32:17,WS-12,itadmin1,4688,192.168.1.112,192.168.1.112,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin1: powershell.exe -Command ""Get-Disk | Get-Volume"""
2026-07-22 16:34:00,FS01,vrao,4624,192.168.1.108,192.168.1.11,3,0x0,,,,An account was successfully logged on: vrao network logon to FS01 share access
2026-07-22 16:36:36,WS-13,itadmin3,4688,192.168.1.113,192.168.1.113,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin3: powershell.exe -Command ""Get-EventLog -LogName System -Newest 50"""
2026-07-22 16:36:55,FS01,itadmin3,4672,192.168.1.11,192.168.1.11,,,,,,Special privileges assigned to new logon: itadmin3 (Administrators group) on FS01
2026-07-22 16:37:01,DC01,bshetty,4769,192.168.1.113,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for bshetty to access FS01
2026-07-22 16:37:02,FS01,bshetty,4624,192.168.1.113,192.168.1.11,3,0x0,,,,An account was successfully logged on: bshetty network logon to FS01
2026-07-22 16:38:08,DC01,rmehta,4769,192.168.1.115,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for rmehta to access FS02
2026-07-22 16:38:09,FS02,rmehta,4624,192.168.1.115,192.168.1.12,3,0x0,,,,An account was successfully logged on: rmehta network logon to FS02
2026-07-22 16:39:33,DC01,jthomas,4768,192.168.1.118,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for jthomas
2026-07-22 16:39:35,WS-18,jthomas,4624,192.168.1.118,192.168.1.118,2,0x0,,,,An account was successfully logged on: jthomas at WS-18
2026-07-22 16:40:44,DC01,itadmin1,4768,192.168.1.102,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for itadmin1
2026-07-22 16:40:46,WS-02,itadmin1,4624,192.168.1.102,192.168.1.102,2,0x0,,,,An account was successfully logged on: itadmin1 at WS-02
2026-07-22 16:41:48,DC01,itadmin1,4769,192.168.1.102,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for itadmin1 to access FS01
2026-07-22 16:41:49,FS01,itadmin1,4624,192.168.1.102,192.168.1.11,3,0x0,,,,An account was successfully logged on: itadmin1 network logon to FS01
2026-07-22 16:42:41,FS01,rsingh,4624,192.168.1.119,192.168.1.11,3,0x0,,,,An account was successfully logged on: rsingh network logon to FS01 share access
2026-07-22 16:45:46,FS01,svarma,4624,192.168.1.113,192.168.1.11,3,0x0,,,,An account was successfully logged on: svarma network logon to FS01 share access
2026-07-22 16:46:18,WS-10,itadmin2,4698,192.168.1.110,192.168.1.110,,0x0,C:\Windows\System32\taskeng.exe,,,A scheduled task was created by itadmin2 on WS-10 (routine maintenance task)
2026-07-22 16:46:40,FS01,svc_sql,4624,192.168.1.11,192.168.1.11,5,0x0,,,,An account was successfully logged on: svc_sql service logon (SQL service)
2026-07-22 16:47:57,DC01,mreddy,4769,192.168.1.111,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for mreddy to access FS01
2026-07-22 16:47:58,FS01,mreddy,4624,192.168.1.111,192.168.1.11,3,0x0,,,,An account was successfully logged on: mreddy network logon to FS01
2026-07-22 16:48:53,DC01,svarma,4768,192.168.1.113,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for svarma
2026-07-22 16:48:55,WS-13,svarma,4624,192.168.1.113,192.168.1.113,2,0x0,,,,An account was successfully logged on: svarma at WS-13
2026-07-22 16:49:46,DC01,itadmin1,4769,192.168.1.102,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for itadmin1 to access FS01
2026-07-22 16:49:47,FS01,itadmin1,4624,192.168.1.102,192.168.1.11,3,0x0,,,,An account was successfully logged on: itadmin1 network logon to FS01
2026-07-22 16:51:31,FS02,itadmin3,4688,192.168.1.12,192.168.1.12,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin3: powershell.exe -Command ""Restart-Service -Name Spooler"""
2026-07-22 16:53:37,DC01,mreddy,4768,192.168.1.111,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for mreddy
2026-07-22 16:53:39,WS-11,mreddy,4624,192.168.1.111,192.168.1.111,2,0x0,,,,An account was successfully logged on: mreddy at WS-11
2026-07-22 16:54:55,WS-07,pnair,4634,192.168.1.107,192.168.1.107,2,,,,,An account was logged off: pnair at WS-07
2026-07-22 16:57:01,DC01,hshetty,4769,192.168.1.105,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for hshetty to access FS01
2026-07-22 16:57:02,FS01,hshetty,4624,192.168.1.105,192.168.1.11,3,0x0,,,,An account was successfully logged on: hshetty network logon to FS01
2026-07-22 16:57:05,WS-05,kverma,4625,192.168.1.105,192.168.1.105,2,0xC000006A,,,,An account failed to log on: kverma at WS-05 (bad password typo)
2026-07-22 16:59:05,WS-02,itadmin1,4634,192.168.1.102,192.168.1.102,2,,,,,An account was logged off: itadmin1 at WS-02
2026-07-22 17:00:01,WS-13,bshetty,4634,192.168.1.113,192.168.1.113,2,,,,,An account was logged off: bshetty at WS-13
2026-07-22 17:02:09,DC01,nkulkarni,4769,192.168.1.117,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for nkulkarni to access FS01
2026-07-22 17:02:10,FS01,nkulkarni,4624,192.168.1.117,192.168.1.11,3,0x0,,,,An account was successfully logged on: nkulkarni network logon to FS01
2026-07-22 17:03:25,FS02,vrao,4624,192.168.1.108,192.168.1.12,3,0x0,,,,An account was successfully logged on: vrao network logon to FS02 share access
2026-07-22 17:04:25,DC01,itadmin3,4769,192.168.1.103,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for itadmin3 to access FS02
2026-07-22 17:04:26,FS02,itadmin3,4624,192.168.1.103,192.168.1.12,3,0x0,,,,An account was successfully logged on: itadmin3 network logon to FS02
2026-07-22 17:04:44,DC01,csubramaniam,4768,192.168.1.116,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for csubramaniam
2026-07-22 17:04:46,WS-16,csubramaniam,4624,192.168.1.116,192.168.1.116,2,0x0,,,,An account was successfully logged on: csubramaniam at WS-16
2026-07-22 17:06:13,DC01,itadmin1,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset apatel's password by itadmin1
2026-07-22 17:06:38,WS-18,service_backup,4698,192.168.1.118,192.168.1.118,,0x0,C:\Windows\System32\taskeng.exe,,,A scheduled task was created by service_backup on WS-18 (routine maintenance task)
2026-07-22 17:07:37,FS02,akumar,4624,192.168.1.116,192.168.1.12,3,0x0,,,,An account was successfully logged on: akumar network logon to FS02 share access
2026-07-22 17:08:19,DC01,itadmin2,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset itadmin2's password by itadmin2
2026-07-22 17:08:36,DC01,dprasad,4768,192.168.1.101,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for dprasad
2026-07-22 17:08:38,WS-01,dprasad,4624,192.168.1.101,192.168.1.101,2,0x0,,,,An account was successfully logged on: dprasad at WS-01
2026-07-22 17:09:15,WS-20,apatel,4625,192.168.1.120,192.168.1.120,2,0xC000006A,,,,An account failed to log on: apatel at WS-20 (bad password typo)
2026-07-22 17:12:02,WS-16,itadmin2,4698,192.168.1.116,192.168.1.116,,0x0,C:\Windows\System32\taskeng.exe,,,A scheduled task was created by itadmin2 on WS-16 (routine maintenance task)
2026-07-22 17:12:04,DC01,itadmin1,4724,192.168.1.10,192.168.1.10,,0x0,,,,An attempt was made to reset rbhat's password by itadmin1
2026-07-22 17:12:11,FS01,mkapoor,4624,192.168.1.103,192.168.1.11,3,0x0,,,,An account was successfully logged on: mkapoor network logon to FS01 share access
2026-07-22 17:13:49,DC01,njoshi,4768,192.168.1.110,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for njoshi
2026-07-22 17:13:51,WS-10,njoshi,4624,192.168.1.110,192.168.1.110,2,0x0,,,,An account was successfully logged on: njoshi at WS-10
2026-07-22 17:14:08,FS01,itadmin1,4672,192.168.1.11,192.168.1.11,,,,,,Special privileges assigned to new logon: itadmin1 (Administrators group) on FS01
2026-07-22 17:14:29,DC01,rmehta,4768,192.168.1.115,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for rmehta
2026-07-22 17:14:31,WS-15,rmehta,4624,192.168.1.115,192.168.1.115,2,0x0,,,,An account was successfully logged on: rmehta at WS-15
2026-07-22 17:14:33,DC01,nkulkarni,4768,192.168.1.117,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for nkulkarni
2026-07-22 17:14:35,WS-17,nkulkarni,4624,192.168.1.117,192.168.1.117,2,0x0,,,,An account was successfully logged on: nkulkarni at WS-17
2026-07-22 17:15:08,BKSRV01,backup_admin,4624,192.168.1.13,192.168.1.13,5,0x0,,,,An account was successfully logged on: backup_admin service logon (batch) on BKSRV01
2026-07-22 17:15:11,BKSRV01,backup_admin,4688,192.168.1.13,192.168.1.13,,0x0,C:\Windows\System32\wbengine.exe,,,A new process was created by backup_admin: wbengine.exe (scheduled backup job)
2026-07-22 17:15:47,DC01,svarma,4768,192.168.1.113,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for svarma
2026-07-22 17:15:49,WS-13,svarma,4624,192.168.1.113,192.168.1.113,2,0x0,,,,An account was successfully logged on: svarma at WS-13
2026-07-22 17:16:08,FS01,backup_admin,4624,192.168.1.13,192.168.1.11,3,0x0,,,,An account was successfully logged on: backup_admin network logon to FS01 for backup
2026-07-22 17:17:35,DC01,jthomas,4769,192.168.1.118,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for jthomas to access FS01
2026-07-22 17:17:36,FS01,jthomas,4624,192.168.1.118,192.168.1.11,3,0x0,,,,An account was successfully logged on: jthomas network logon to FS01
2026-07-22 17:18:41,WS-13,svarma,4634,192.168.1.113,192.168.1.113,2,,,,,An account was logged off: svarma at WS-13
2026-07-22 17:19:30,WS-05,kverma,4634,192.168.1.105,192.168.1.105,2,,,,,An account was logged off: kverma at WS-05
2026-07-22 17:20:41,DC01,pnair,4768,192.168.1.107,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for pnair
2026-07-22 17:20:43,WS-07,pnair,4624,192.168.1.107,192.168.1.107,2,0x0,,,,An account was successfully logged on: pnair at WS-07
2026-07-22 17:21:33,DC01,rmehta,4768,192.168.1.115,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for rmehta
2026-07-22 17:21:35,WS-15,rmehta,4624,192.168.1.115,192.168.1.115,2,0x0,,,,An account was successfully logged on: rmehta at WS-15
2026-07-22 17:22:29,FS01,itadmin1,4672,192.168.1.11,192.168.1.11,,,,,,Special privileges assigned to new logon: itadmin1 (Administrators group) on FS01
2026-07-22 17:22:49,WS-02,itadmin1,4625,192.168.1.102,192.168.1.102,2,0xC000006A,,,,An account failed to log on: itadmin1 at WS-02 (bad password typo)
2026-07-22 17:23:00,FS01,itadmin3,4688,192.168.1.11,192.168.1.11,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin3: powershell.exe -Command ""Set-ADAccountPassword -Identity user -Reset"""
2026-07-22 17:25:19,FS01,aiyer,4624,192.168.1.104,192.168.1.11,3,0x0,,,,An account was successfully logged on: aiyer network logon to FS01 share access
2026-07-22 17:25:42,DC01,rbhat,4768,192.168.1.106,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for rbhat
2026-07-22 17:25:44,WS-06,rbhat,4624,192.168.1.106,192.168.1.106,2,0x0,,,,An account was successfully logged on: rbhat at WS-06
2026-07-22 17:26:42,WS-08,vrao,4634,192.168.1.108,192.168.1.108,2,,,,,An account was logged off: vrao at WS-08
2026-07-22 17:30:00,WS-15,rmehta,4634,192.168.1.115,192.168.1.115,2,,,,,An account was logged off: rmehta at WS-15
2026-07-22 17:30:59,DC01,lfernandes,4768,192.168.1.119,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for lfernandes
2026-07-22 17:31:01,WS-19,lfernandes,4624,192.168.1.119,192.168.1.119,2,0x0,,,,An account was successfully logged on: lfernandes at WS-19
2026-07-22 17:32:00,WS-13,svarma,4634,192.168.1.113,192.168.1.113,2,,,,,An account was logged off: svarma at WS-13
2026-07-22 17:32:00,WS-05,hshetty,4634,192.168.1.105,192.168.1.105,2,,,,,An account was logged off: hshetty at WS-05
2026-07-22 17:32:01,WS-05,hshetty,4634,192.168.1.105,192.168.1.105,2,,,,,An account was logged off: hshetty at WS-05
2026-07-22 17:32:34,DC01,ychawla,4768,192.168.1.117,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for ychawla
2026-07-22 17:32:36,WS-17,ychawla,4624,192.168.1.117,192.168.1.117,2,0x0,,,,An account was successfully logged on: ychawla at WS-17
2026-07-22 17:33:00,WS-19,rsingh,4634,192.168.1.119,192.168.1.119,2,,,,,An account was logged off: rsingh at WS-19
2026-07-22 17:33:00,WS-17,ychawla,4634,192.168.1.117,192.168.1.117,2,,,,,An account was logged off: ychawla at WS-17
2026-07-22 17:33:00,WS-14,tshah,4634,192.168.1.114,192.168.1.114,2,,,,,An account was logged off: tshah at WS-14
2026-07-22 17:33:43,DC01,pnair,4769,192.168.1.107,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for pnair to access FS02
2026-07-22 17:33:44,FS02,pnair,4624,192.168.1.107,192.168.1.12,3,0x0,,,,An account was successfully logged on: pnair network logon to FS02
2026-07-22 17:34:00,WS-06,rbhat,4634,192.168.1.106,192.168.1.106,2,,,,,An account was logged off: rbhat at WS-06
2026-07-22 17:34:00,WS-04,aiyer,4634,192.168.1.104,192.168.1.104,2,,,,,An account was logged off: aiyer at WS-04
2026-07-22 17:34:33,DC01,fD'souza,4768,192.168.1.112,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for fD'souza
2026-07-22 17:34:35,WS-12,fD'souza,4624,192.168.1.112,192.168.1.112,2,0x0,,,,An account was successfully logged on: fD'souza at WS-12
2026-07-22 17:35:00,WS-17,nkulkarni,4634,192.168.1.117,192.168.1.117,2,,,,,An account was logged off: nkulkarni at WS-17
2026-07-22 17:35:00,WS-15,rmehta,4634,192.168.1.115,192.168.1.115,2,,,,,An account was logged off: rmehta at WS-15
2026-07-22 17:35:00,WS-20,apatel,4634,192.168.1.120,192.168.1.120,2,,,,,An account was logged off: apatel at WS-20
2026-07-22 17:35:00,WS-15,rmehta,4634,192.168.1.115,192.168.1.115,2,,,,,An account was logged off: rmehta at WS-15
2026-07-22 17:36:00,WS-14,tshah,4634,192.168.1.114,192.168.1.114,2,,,,,An account was logged off: tshah at WS-14
2026-07-22 17:37:00,WS-11,mreddy,4634,192.168.1.111,192.168.1.111,2,,,,,An account was logged off: mreddy at WS-11
2026-07-22 17:37:00,WS-12,fD'souza,4634,192.168.1.112,192.168.1.112,2,,,,,An account was logged off: fD'souza at WS-12
2026-07-22 17:37:00,WS-16,csubramaniam,4634,192.168.1.116,192.168.1.116,2,,,,,An account was logged off: csubramaniam at WS-16
2026-07-22 17:37:44,FS02,itadmin1,4688,192.168.1.12,192.168.1.12,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin1: powershell.exe -Command ""Update-Help -Force"""
2026-07-22 17:37:56,FS01,vrao,4624,192.168.1.108,192.168.1.11,3,0x0,,,,An account was successfully logged on: vrao network logon to FS01 share access
2026-07-22 17:38:00,WS-18,jthomas,4634,192.168.1.118,192.168.1.118,2,,,,,An account was logged off: jthomas at WS-18
2026-07-22 17:38:00,WS-17,nkulkarni,4634,192.168.1.117,192.168.1.117,2,,,,,An account was logged off: nkulkarni at WS-17
2026-07-22 17:38:45,WS-07,gnair,4634,192.168.1.107,192.168.1.107,2,,,,,An account was logged off: gnair at WS-07
2026-07-22 17:39:00,WS-12,fD'souza,4634,192.168.1.112,192.168.1.112,2,,,,,An account was logged off: fD'souza at WS-12
2026-07-22 17:39:00,WS-20,apatel,4634,192.168.1.120,192.168.1.120,2,,,,,An account was logged off: apatel at WS-20
2026-07-22 17:39:00,WS-18,jthomas,4634,192.168.1.118,192.168.1.118,2,,,,,An account was logged off: jthomas at WS-18
2026-07-22 17:39:31,DC01,njoshi,4768,192.168.1.110,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for njoshi
2026-07-22 17:39:33,WS-10,njoshi,4624,192.168.1.110,192.168.1.110,2,0x0,,,,An account was successfully logged on: njoshi at WS-10
2026-07-22 17:39:49,DC01,itadmin3,4672,192.168.1.10,192.168.1.10,,,,,,Special privileges assigned to new logon: itadmin3 (Administrators group) on DC01
2026-07-22 17:40:00,WS-12,itadmin2,4634,192.168.1.112,192.168.1.112,2,,,,,An account was logged off: itadmin2 at WS-12
2026-07-22 17:40:00,WS-19,rsingh,4634,192.168.1.119,192.168.1.119,2,,,,,An account was logged off: rsingh at WS-19
2026-07-22 17:40:00,WS-10,njoshi,4634,192.168.1.110,192.168.1.110,2,,,,,An account was logged off: njoshi at WS-10
2026-07-22 17:40:00,WS-15,rmehta,4634,192.168.1.115,192.168.1.115,2,,,,,An account was logged off: rmehta at WS-15
2026-07-22 17:40:08,FS02,fD'souza,4624,192.168.1.112,192.168.1.12,3,0x0,,,,An account was successfully logged on: fD'souza network logon to FS02 share access
2026-07-22 17:41:00,WS-17,nkulkarni,4634,192.168.1.117,192.168.1.117,2,,,,,An account was logged off: nkulkarni at WS-17
2026-07-22 17:42:44,DC01,rbhat,4769,192.168.1.106,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for rbhat to access FS01
2026-07-22 17:42:45,FS01,rbhat,4624,192.168.1.106,192.168.1.11,3,0x0,,,,An account was successfully logged on: rbhat network logon to FS01
2026-07-22 17:42:51,WS-11,itadmin2,4688,192.168.1.111,192.168.1.111,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin2: powershell.exe -Command ""Get-Disk | Get-Volume"""
2026-07-22 17:43:00,WS-12,itadmin2,4634,192.168.1.112,192.168.1.112,2,,,,,An account was logged off: itadmin2 at WS-12
2026-07-22 17:43:00,WS-05,hshetty,4634,192.168.1.105,192.168.1.105,2,,,,,An account was logged off: hshetty at WS-05
2026-07-22 17:44:00,WS-13,svarma,4634,192.168.1.113,192.168.1.113,2,,,,,An account was logged off: svarma at WS-13
2026-07-22 17:44:00,WS-09,ssharma,4634,192.168.1.109,192.168.1.109,2,,,,,An account was logged off: ssharma at WS-09
2026-07-22 17:44:32,WS-06,sgowda,4634,192.168.1.106,192.168.1.106,2,,,,,An account was logged off: sgowda at WS-06
2026-07-22 17:45:00,WS-03,itadmin3,4634,192.168.1.103,192.168.1.103,2,,,,,An account was logged off: itadmin3 at WS-03
2026-07-22 17:45:00,WS-07,pnair,4634,192.168.1.107,192.168.1.107,2,,,,,An account was logged off: pnair at WS-07
2026-07-22 17:45:28,DC01,kverma,4768,192.168.1.105,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for kverma
2026-07-22 17:45:30,WS-05,kverma,4624,192.168.1.105,192.168.1.105,2,0x0,,,,An account was successfully logged on: kverma at WS-05
2026-07-22 17:45:42,FS01,kverma,4624,192.168.1.105,192.168.1.11,3,0x0,,,,An account was successfully logged on: kverma network logon to FS01 share access
2026-07-22 17:46:00,WS-13,bshetty,4634,192.168.1.113,192.168.1.113,2,,,,,An account was logged off: bshetty at WS-13
2026-07-22 17:46:04,WS-04,service_backup,4698,192.168.1.104,192.168.1.104,,0x0,C:\Windows\System32\taskeng.exe,,,A scheduled task was created by service_backup on WS-04 (routine maintenance task)
2026-07-22 17:47:00,WS-08,vrao,4634,192.168.1.108,192.168.1.108,2,,,,,An account was logged off: vrao at WS-08
2026-07-22 17:47:00,WS-17,nkulkarni,4634,192.168.1.117,192.168.1.117,2,,,,,An account was logged off: nkulkarni at WS-17
2026-07-22 17:47:00,WS-18,dghosh,4634,192.168.1.118,192.168.1.118,2,,,,,An account was logged off: dghosh at WS-18
2026-07-22 17:48:00,WS-02,itadmin1,4634,192.168.1.102,192.168.1.102,2,,,,,An account was logged off: itadmin1 at WS-02
2026-07-22 17:48:00,WS-18,jthomas,4634,192.168.1.118,192.168.1.118,2,,,,,An account was logged off: jthomas at WS-18
2026-07-22 17:48:07,WEB01,pnair,4776,192.168.1.107,192.168.1.14,,0x0,,,,The domain controller attempted to validate credentials for pnair (NTLM to WEB01)
2026-07-22 17:48:16,FS01,svc_sql,4624,192.168.1.11,192.168.1.11,5,0x0,,,,An account was successfully logged on: svc_sql service logon (SQL service)
2026-07-22 17:49:00,WS-15,rmehta,4634,192.168.1.115,192.168.1.115,2,,,,,An account was logged off: rmehta at WS-15
2026-07-22 17:49:59,WS-05,itadmin1,4688,192.168.1.105,192.168.1.105,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin1: powershell.exe -Command ""Get-Service | Where-Object {$_.Status -eq 'Stopped'}"""
2026-07-22 17:50:00,WS-11,mreddy,4634,192.168.1.111,192.168.1.111,2,,,,,An account was logged off: mreddy at WS-11
2026-07-22 17:50:00,WS-12,itadmin2,4634,192.168.1.112,192.168.1.112,2,,,,,An account was logged off: itadmin2 at WS-12
2026-07-22 17:50:00,WS-04,aiyer,4634,192.168.1.104,192.168.1.104,2,,,,,An account was logged off: aiyer at WS-04
2026-07-22 17:50:01,DC01,itadmin2,4768,192.168.1.112,192.168.1.10,,0x0,,,,A Kerberos authentication ticket (TGT) was requested for itadmin2
2026-07-22 17:50:03,WS-12,itadmin2,4624,192.168.1.112,192.168.1.112,2,0x0,,,,An account was successfully logged on: itadmin2 at WS-12
2026-07-22 17:50:35,DC01,rmehta,4769,192.168.1.115,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for rmehta to access FS02
2026-07-22 17:50:36,FS02,rmehta,4624,192.168.1.115,192.168.1.12,3,0x0,,,,An account was successfully logged on: rmehta network logon to FS02
2026-07-22 17:50:56,FS01,njoshi,4624,192.168.1.110,192.168.1.11,3,0x0,,,,An account was successfully logged on: njoshi network logon to FS01 share access
2026-07-22 17:51:00,WS-19,lfernandes,4634,192.168.1.119,192.168.1.119,2,,,,,An account was logged off: lfernandes at WS-19
2026-07-22 17:51:00,WS-03,mkapoor,4634,192.168.1.103,192.168.1.103,2,,,,,An account was logged off: mkapoor at WS-03
2026-07-22 17:51:00,WS-05,kverma,4634,192.168.1.105,192.168.1.105,2,,,,,An account was logged off: kverma at WS-05
2026-07-22 17:52:35,DC01,nkulkarni,4769,192.168.1.117,192.168.1.10,,0x0,,,,A Kerberos service ticket was requested for nkulkarni to access FS01
2026-07-22 17:52:36,FS01,nkulkarni,4624,192.168.1.117,192.168.1.11,3,0x0,,,,An account was successfully logged on: nkulkarni network logon to FS01
2026-07-22 17:52:40,WS-14,itadmin2,4688,192.168.1.114,192.168.1.114,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin2: powershell.exe -Command ""Get-ADUser -Filter * | Export-Csv report.csv"""
2026-07-22 17:53:25,FS01,ychawla,4624,192.168.1.117,192.168.1.11,3,0x0,,,,An account was successfully logged on: ychawla network logon to FS01 share access
2026-07-22 17:53:34,WS-15,itadmin2,4688,192.168.1.115,192.168.1.115,,0x0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,"A new process was created by itadmin2: powershell.exe -Command ""Restart-Service -Name Spooler"""
2026-07-22 17:53:52,WS-17,ychawla,4634,192.168.1.117,192.168.1.117,2,,,,,An account was logged off: ychawla at WS-17
2026-07-22 17:54:00,WS-02,itadmin1,4634,192.168.1.102,192.168.1.102,2,,,,,An account was logged off: itadmin1 at WS-02
2026-07-22 17:54:00,WS-03,itadmin3,4634,192.168.1.103,192.168.1.103,2,,,,,An account was logged off: itadmin3 at WS-03
2026-07-22 17:54:00,WS-17,nkulkarni,4634,192.168.1.117,192.168.1.117,2,,,,,An account was logged off: nkulkarni at WS-17
2026-07-22 17:54:42,DC01,itadmin3,4672,192.168.1.10,192.168.1.10,,,,,,Special privileges assigned to new logon: itadmin3 (Administrators group) on DC01
2026-07-22 17:55:00,WS-14,vraghunathan,4634,192.168.1.114,192.168.1.114,2,,,,,An account was logged off: vraghunathan at WS-14
2026-07-22 17:55:00,WS-12,itadmin2,4634,192.168.1.112,192.168.1.112,2,,,,,An account was logged off: itadmin2 at WS-12
2026-07-22 17:55:00,WS-07,pnair,4634,192.168.1.107,192.168.1.107,2,,,,,An account was logged off: pnair at WS-07
2026-07-22 17:55:13,DC01,csubramaniam,4625,192.168.1.150,192.168.1.10,3,0xC000006A,,,,An account failed to log on: csubramaniam from 192.168.1.150 (password spray attempt against DC01)
2026-07-22 17:56:00,WS-14,tshah,4634,192.168.1.114,192.168.1.114,2,,,,,An account was logged off: tshah at WS-14
2026-07-22 17:56:00,WS-01,dprasad,4634,192.168.1.101,192.168.1.101,2,,,,,An account was logged off: dprasad at WS-01
2026-07-22 17:56:00,WS-08,vrao,4634,192.168.1.108,192.168.1.108,2,,,,,An account was logged off: vrao at WS-08
2026-07-22 17:56:00,WS-10,njoshi,4634,192.168.1.110,192.168.1.110,2,,,,,An account was logged off: njoshi at WS-10
2026-07-22 17:57:00,WS-15,rmehta,4634,192.168.1.115,192.168.1.115,2,,,,,An account was logged off: rmehta at WS-15
2026-07-22 17:57:00,WS-16,csubramaniam,4634,192.168.1.116,192.168.1.116,2,,,,,An account was logged off: csubramaniam at WS-16
2026-07-22 17:58:00,WS-16,akumar,4634,192.168.1.116,192.168.1.116,2,,,,,An account was logged off: akumar at WS-16
